TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent_pct,PaymentType_str
86,2025-05-04,1023,2028,401,3.0,2551.76,13.83,WireTransfer
87,2025-05-04,1030,2082,402,3.0,799.8,11.29,CreditCard
88,2025-05-04,1183,2037,403,3.0,2160.84,13.63,WireTransfer
89,2025-05-04,1123,2060,402,3.0,2450.28,3.34,PayPal
90,2025-05-04,1141,2018,404,1.0,2440.17,,WireTransfer
91,2025-05-04,1153,2065,402,0.0,470.34,15.22,GiftCard
92,2025-05-04,1070,2098,404,2.0,0.0,0.2,PayPal
93,2025-05-04,1129,2034,401,2.0,108.94,21.88,WireTransfer
94,2025-05-04,1185,2038,404,1.0,1667.72,25.24,CreditCard
95,2025-05-04,1114,2068,404,2.0,656.19,19.64,WireTransfer
96,2025-05-04,1085,2070,404,3.0,0.0,3.85,WireTransfer
97,2025-05-04,1082,2024,402,3.0,372.81,27.06,PayPal
98,2025-05-04,1059,2099,404,0.0,1292.64,14.91,PayPal
99,2025-05-04,1081,2095,404,3.0,490.79,12.68,WireTransfer
100,2025-05-04,1098,2084,402,3.0,0.0,12.05,PayPal
101,2025-05-04,1009,2016,403,0.0,969.06,12.52,PayPal
102,2025-05-04,1112,2012,404,0.0,1869.57,10.87,WireTransfer
103,2025-05-04,1184,2018,404,1.0,488.03,21.95,GiftCard
104,2025-05-04,1019,2060,403,2.0,0.0,,GiftCard
105,2025-05-04,1159,2088,404,0.0,0.0,5.29,GiftCard
106,2025-05-04,1084,2086,404,2.0,2861.12,17.95,PayPal
107,2025-05-04,1160,2091,404,0.0,905.79,20.73,PayPal
108,2025-05-04,1158,2008,402,2.0,159.82,19.25,WireTransfer
109,2025-05-04,1058,2095,401,3.0,2453.95,27.74,PayPal
110,2025-05-04,1025,2097,401,3.0,842.1,19.07,WireTransfer
111,2025-05-04,1042,2088,403,0.0,709.35,12.01,PayPal
112,2025-05-04,1011,2041,401,2.0,0.0,,PayPal
113,2025-05-04,1091,2047,404,1.0,0.0,1.67,GiftCard
114,2025-05-04,1062,2067,404,1.0,0.0,26.37,CreditCard
115,2025-05-04,1043,2022,401,3.0,2684.72,,GiftCard
116,2025-05-04,1158,2087,402,3.0,477.96,29.82,PayPal
117,2025-05-04,1149,2018,402,3.0,1626.78,7.84,WireTransfer
118,2025-05-04,1163,2032,404,2.0,756.48,18.77,CreditCard
119,2025-05-04,1170,2001,404,2.0,659.76,13.26,WireTransfer
120,2025-05-04,1173,2069,402,0.0,464.78,14.51,GiftCard
121,2025-05-04,1113,2044,403,3.0,0.0,10.84,CreditCard
122,2025-05-04,1176,2032,404,2.0,756.48,21.02,CreditCard
123,2025-05-04,1050,2049,404,0.0,2819.52,25.61,GiftCard
124,2025-05-04,1060,2048,403,2.0,1144.42,12.28,PayPal
125,2025-05-04,1179,2037,401,3.0,1440.56,2.2,GiftCard
126,2025-05-04,1070,2001,401,3.0,0.0,,WireTransfer
127,2025-05-04,1073,2099,402,2.0,0.0,23.62,PayPal
128,2025-05-04,1056,2081,402,2.0,0.0,,PayPal
129,2025-05-04,1173,2096,402,0.0,672.18,12.13,CreditCard
130,2025-05-04,1160,2082,401,2.0,426.56,19.34,CreditCard
131,2025-05-04,1112,2004,403,1.0,1669.05,9.54,WireTransfer
132,2025-05-04,1023,2037,403,3.0,2160.84,17.84,GiftCard
133,2025-05-04,1044,2025,402,2.0,223.7,20.51,PayPal
134,2025-05-04,1135,2064,403,1.0,793.91,28.95,GiftCard
135,2025-05-04,1065,2061,403,2.0,639.74,13.24,PayPal
136,2025-05-04,1029,2059,401,1.0,921.69,27.76,WireTransfer
137,2025-05-04,1193,2028,404,2.0,1531.06,19.03,WireTransfer
138,2025-05-04,1023,2050,401,2.0,298.85,16.32,PayPal
139,2025-05-04,1137,2015,404,2.0,539.98,29.68,GiftCard
140,2025-05-04,1172,2095,403,3.0,2453.95,16.4,WireTransfer
141,2025-05-04,1163,2047,401,1.0,301.48,11.08,WireTransfer
142,2025-05-04,1120,2003,403,1.0,1039.99,25.11,WireTransfer
143,2025-05-04,1165,2008,404,2.0,53.27,15.93,PayPal
144,2025-05-04,1166,2052,401,1.0,658.13,15.01,CreditCard
145,2025-05-04,1011,2004,403,3.0,3709.0,11.83,WireTransfer
146,2025-05-04,1029,2012,402,1.0,0.0,,WireTransfer
147,2025-05-04,1099,2058,403,3.0,666.75,19.52,CreditCard
148,2025-05-04,1150,2095,402,3.0,490.79,25.09,WireTransfer
149,2025-05-04,1167,2012,404,3.0,0.0,16.75,PayPal
150,2025-05-04,1071,2004,403,1.0,834.52,7.74,WireTransfer
151,2025-05-04,1113,2056,402,2.0,839.55,10.81,GiftCard
152,2025-05-04,1025,2087,403,2.0,0.0,0.21,GiftCard
153,2025-05-04,1015,2050,403,1.0,504.31,8.85,PayPal
154,2025-05-04,1031,2058,401,1.0,2400.3,5.63,PayPal
155,2025-05-04,1164,2081,401,0.0,2984.88,8.14,CreditCard
156,2025-05-04,1085,2031,402,1.0,508.77,16.92,WireTransfer
157,2025-05-04,1017,2097,402,1.0,757.89,22.07,WireTransfer
158,2025-05-04,1059,2042,402,0.0,0.0,17.17,PayPal
159,2025-05-04,1070,2018,402,2.0,0.0,12.99,GiftCard
160,2025-05-04,1044,2014,401,1.0,886.68,14.63,WireTransfer
161,2025-05-04,1003,2045,402,2.0,499.42,15.06,CreditCard
162,2025-05-04,1004,2022,403,0.0,671.18,22.33,CreditCard
163,2025-05-04,1032,2094,404,0.0,493.35,27.86,CreditCard
164,2025-05-04,1190,2008,404,3.0,266.36,21.04,GiftCard
165,2025-05-04,1199,2046,401,3.0,167.15,27.17,WireTransfer
166,2025-05-04,1128,2028,401,2.0,2041.41,13.8,PayPal
167,2025-05-04,1117,2082,401,0.0,799.8,7.32,GiftCard
168,2025-05-04,1122,2051,404,0.0,234.64,13.75,PayPal
169,2025-05-04,1125,2091,404,0.0,1811.58,26.16,WireTransfer
170,2025-05-04,1020,2041,402,0.0,0.0,5.35,PayPal
171,2025-05-04,1032,2035,403,3.0,4499.95,14.66,WireTransfer
172,2025-05-04,1152,2067,403,3.0,872.85,23.14,PayPal
173,2025-05-04,1129,2077,404,0.0,2809.15,19.68,PayPal
174,2025-05-04,1179,2014,402,3.0,738.9,3.24,CreditCard
175,2025-05-04,1115,2029,404,2.0,0.0,5.48,PayPal
176,2025-05-04,1116,2051,404,0.0,351.96,14.72,GiftCard
177,2025-05-04,1080,2054,403,2.0,3602.04,27.91,CreditCard
178,2025-05-04,1095,2019,404,0.0,933.93,19.12,GiftCard
179,2025-05-04,1023,2010,401,3.0,0.0,7.05,WireTransfer
180,2025-05-04,1024,2095,403,1.0,3533.69,15.18,WireTransfer
181,2025-05-04,1142,2007,403,0.0,583.39,10.38,WireTransfer
182,2025-05-04,1105,2045,404,0.0,624.28,28.9,CreditCard
183,2025-05-04,1073,2076,403,2.0,1934.57,27.22,CreditCard
184,2025-05-04,1026,2073,402,1.0,1797.95,22.44,WireTransfer
185,2025-05-04,1168,2061,402,0.0,599.76,18.01,WireTransfer
186,2025-05-04,1089,2071,403,0.0,0.0,25.3,WireTransfer
187,2025-05-04,1195,2035,402,3.0,0.0,7.26,PayPal
188,2025-05-04,1143,2098,401,2.0,2178.86,15.98,GiftCard
189,2025-05-04,1007,2023,403,2.0,751.63,15.31,PayPal
190,2025-05-04,1086,2044,401,1.0,373.64,17.98,CreditCard
191,2025-05-04,1036,2072,404,0.0,1260.9,9.3,WireTransfer
192,2025-05-04,1036,2094,401,0.0,2466.75,17.28,PayPal
193,2025-05-04,1191,2067,402,3.0,872.85,10.34,GiftCard
194,2025-05-04,1107,2058,403,1.0,1800.22,26.81,WireTransfer
195,2025-05-04,1094,2039,403,0.0,1952.88,26.78,GiftCard
196,2025-05-04,1013,2019,402,0.0,0.0,28.76,GiftCard
197,2025-05-04,1172,2010,403,3.0,0.0,16.26,WireTransfer
198,2025-05-04,1169,2054,404,3.0,900.51,8.86,CreditCard
199,2025-05-04,1106,2034,402,0.0,136.17,9.01,WireTransfer
200,2025-05-04,1088,2055,401,2.0,129.46,29.06,CreditCard
201,2025-05-04,1173,2086,404,2.0,715.28,2.02,CreditCard
202,2025-05-04,1011,2028,404,0.0,0.0,2.06,CreditCard
203,2025-05-04,1001,2026,403,1.0,190.4,16.98,CreditCard
204,2025-05-04,1196,2017,403,2.0,370.96,,PayPal
205,2025-05-04,1083,2015,401,3.0,0.0,,CreditCard
206,2025-05-04,1191,2055,402,1.0,48.55,25.14,PayPal
207,2025-05-04,1097,2068,402,2.0,1312.38,6.27,PayPal
208,2025-05-04,1018,2050,401,3.0,0.0,8.03,CreditCard
209,2025-05-04,1004,2058,401,2.0,1066.8,1.2,PayPal
210,2025-05-04,1147,2054,404,3.0,2701.53,7.61,WireTransfer
211,2025-05-04,1074,2014,404,0.0,738.9,21.46,PayPal
212,2025-05-04,1083,2021,404,2.0,668.33,4.76,WireTransfer
213,2025-05-04,1022,2055,401,1.0,97.09,4.17,GiftCard
214,2025-05-04,1111,2075,404,0.0,1561.28,0.81,GiftCard
215,2025-05-04,1101,2039,403,1.0,2636.39,11.29,CreditCard
216,2025-05-04,1085,2099,402,0.0,646.32,0.49,CreditCard
217,2025-05-04,1130,2081,401,1.0,1343.2,24.3,CreditCard
218,2025-05-04,1198,2044,403,1.0,186.82,2.36,GiftCard
219,2025-05-04,1060,2013,402,2.0,0.0,6.41,CreditCard
220,2025-05-04,1050,2022,402,0.0,671.18,25.59,GiftCard
221,2025-05-04,1045,2098,404,3.0,907.86,24.13,PayPal
222,2025-05-04,1193,2072,404,2.0,1681.2,,GiftCard
223,2025-05-04,1160,2040,402,3.0,138.16,20.7,WireTransfer
224,2025-05-04,1017,2060,404,2.0,0.0,29.24,CreditCard
225,2025-05-04,1070,2075,401,2.0,624.51,13.32,PayPal
226,2025-05-04,1129,2009,403,3.0,198.93,28.44,PayPal
227,2025-05-04,1115,2004,401,2.0,2225.4,9.01,CreditCard
228,2025-05-04,1073,2009,401,3.0,66.31,17.69,WireTransfer
229,2025-05-04,1118,2074,401,3.0,659.5,12.51,CreditCard
230,2025-05-04,1146,2083,402,2.0,614.53,26.97,PayPal
231,2025-05-04,1154,2060,402,0.0,408.38,8.46,GiftCard
232,2025-05-04,1115,2013,403,0.0,2806.08,22.86,GiftCard
233,2025-05-04,1129,2082,402,0.0,1066.4,2.27,PayPal
234,2025-05-04,1063,2090,404,3.0,71.64,0.0,CreditCard
235,2025-05-04,1134,2066,402,2.0,1238.54,20.34,WireTransfer
236,2025-05-04,1095,2036,404,3.0,653.94,29.03,PayPal
237,2025-05-04,1198,2043,401,2.0,1397.52,2.1,CreditCard
238,2025-05-04,1016,2042,401,3.0,0.0,2.09,CreditCard
239,2025-05-04,1072,2032,402,2.0,1512.96,13.66,CreditCard
240,2025-05-04,1020,2074,402,2.0,527.6,8.79,PayPal
241,2025-05-04,1079,2083,404,1.0,691.34,,WireTransfer
242,2025-05-04,1152,2090,401,2.0,57.31,1.85,CreditCard
243,2025-05-04,1143,2048,403,1.0,0.0,19.18,CreditCard
244,2025-05-04,1171,2089,401,3.0,1654.08,11.15,GiftCard
245,2025-05-04,1130,2046,401,2.0,106.98,25.18,CreditCard
246,2025-05-04,1079,2023,402,2.0,3006.53,6.11,PayPal
247,2025-05-04,1196,2062,402,1.0,1114.85,5.51,PayPal
248,2025-05-04,1035,2019,401,2.0,0.0,4.36,PayPal
249,2025-05-04,1025,2064,401,2.0,705.7,10.8,CreditCard
250,2025-05-04,1196,2079,402,3.0,2851.62,23.84,PayPal
251,2025-05-04,1039,2020,402,1.0,338.25,9.81,GiftCard
252,2025-05-04,1184,2056,401,3.0,1574.16,4.91,WireTransfer
253,2025-05-04,1093,2086,402,3.0,3576.4,28.42,PayPal
254,2025-05-04,1156,2036,404,1.0,392.36,15.36,PayPal
255,2025-05-04,1136,2030,403,3.0,509.91,14.68,CreditCard
256,2025-05-04,1049,2047,404,3.0,1674.9,5.16,GiftCard
257,2025-05-04,1196,2036,404,3.0,0.0,20.73,PayPal
258,2025-05-04,1041,2025,402,2.0,671.09,10.63,PayPal
259,2025-05-04,1013,2082,404,2.0,1066.4,14.42,PayPal
260,2025-05-04,1141,2013,401,2.0,748.29,17.55,WireTransfer
261,2025-05-04,1021,2097,402,2.0,673.68,26.67,CreditCard
262,2025-05-04,1115,2065,402,3.0,1881.36,7.76,PayPal
263,2025-05-04,1023,2028,404,2.0,510.35,22.7,PayPal
264,2025-05-04,1006,2053,401,3.0,610.15,22.38,PayPal
265,2025-05-04,1128,2047,402,3.0,1004.94,9.11,PayPal
266,2025-05-04,1020,2047,402,0.0,669.96,0.74,PayPal
267,2025-05-04,1081,2012,403,1.0,1682.61,0.58,WireTransfer
268,2025-05-04,1035,2004,403,3.0,927.25,13.1,CreditCard
269,2025-05-04,1178,2017,404,3.0,1854.8,20.15,GiftCard
270,2025-05-04,1157,2000,401,0.0,1938.62,15.29,PayPal
271,2025-05-04,1065,2027,402,3.0,775.83,5.25,PayPal
272,2025-05-04,1028,2099,403,1.0,3490.13,1.24,GiftCard
273,2025-05-04,1077,2015,401,1.0,1822.42,4.96,CreditCard
274,2025-05-04,1107,2081,404,0.0,2238.66,16.96,WireTransfer
275,2025-05-04,1028,2063,401,1.0,994.43,7.54,WireTransfer
276,2025-05-04,1183,2018,403,3.0,2711.3,19.25,CreditCard
277,2025-05-04,1000,2078,403,1.0,0.0,5.18,GiftCard
278,2025-05-04,1146,2053,402,0.0,1220.3,20.98,WireTransfer
279,2025-05-04,1134,2046,401,0.0,33.43,29.41,CreditCard
280,2025-05-04,1099,2060,401,3.0,1633.52,7.89,PayPal
281,2025-05-04,1095,2032,401,2.0,1512.96,2.2,PayPal
282,2025-05-04,1017,2044,402,0.0,207.58,13.33,PayPal
283,2025-05-04,1197,2074,403,1.0,593.55,9.17,GiftCard
284,2025-05-04,1011,2045,403,1.0,842.78,29.7,CreditCard
285,2025-05-04,1199,2087,404,3.0,159.32,17.29,WireTransfer
286,2025-05-04,1161,2023,402,0.0,939.54,27.05,CreditCard
287,2025-05-04,1183,2099,404,0.0,1292.64,11.5,WireTransfer
288,2025-05-04,1075,2025,401,1.0,0.0,26.04,GiftCard
289,2025-05-04,1010,2040,403,3.0,138.16,22.1,WireTransfer
290,2025-05-04,1139,2060,403,0.0,1225.14,12.12,CreditCard
291,2025-05-04,1192,2082,402,2.0,213.28,17.7,PayPal
292,2025-05-04,1091,2099,401,2.0,1034.11,17.47,PayPal
293,2025-05-04,1069,2015,403,3.0,2699.88,14.42,PayPal
294,2025-05-04,1102,2095,404,3.0,1472.37,12.77,CreditCard
295,2025-05-04,1086,2023,404,3.0,3758.16,10.97,PayPal
296,2025-05-04,1094,2066,403,0.0,1032.12,26.11,CreditCard
297,2025-05-04,1186,2054,401,3.0,0.0,,CreditCard
298,2025-05-04,1154,2023,403,2.0,751.63,14.18,CreditCard
299,2025-05-04,1026,2010,403,2.0,62.27,12.46,WireTransfer
300,2025-05-04,1078,2057,404,1.0,393.28,25.65,PayPal
301,2025-05-04,1176,2056,403,3.0,524.72,2.43,CreditCard
302,2025-05-04,1010,2093,403,3.0,0.0,1.64,CreditCard
303,2025-05-04,1070,2081,401,0.0,1492.44,24.23,CreditCard
304,2025-05-04,1171,2081,404,2.0,596.98,12.96,CreditCard
305,2025-05-04,1131,2095,402,0.0,1472.37,5.19,WireTransfer
306,2025-05-04,1036,2077,404,0.0,1123.66,27.59,WireTransfer
307,2025-05-04,1032,2008,402,2.0,106.54,27.07,GiftCard
308,2025-05-04,1092,2049,401,1.0,0.0,20.52,WireTransfer
309,2025-05-04,1173,2057,403,2.0,349.58,27.84,PayPal
310,2025-05-04,1113,2097,401,1.0,757.89,21.14,CreditCard
311,2025-05-04,1135,2046,404,2.0,80.23,3.62,WireTransfer
312,2025-05-04,1166,2035,402,0.0,899.99,,WireTransfer
313,2025-05-04,1006,2094,402,3.0,1480.05,3.14,WireTransfer
314,2025-05-04,1132,2049,401,2.0,1503.74,15.57,WireTransfer
315,2025-05-04,1198,2033,404,1.0,2257.88,4.05,CreditCard
316,2025-05-04,1156,2036,404,1.0,784.73,5.97,WireTransfer
317,2025-05-04,1031,2017,401,3.0,0.0,22.25,WireTransfer
318,2025-05-04,1044,2091,404,0.0,1811.58,7.22,PayPal
319,2025-05-04,1174,2040,403,0.0,34.54,2.83,CreditCard
320,2025-05-04,1140,2069,403,2.0,557.74,27.55,GiftCard
321,2025-05-04,1040,2091,402,2.0,724.63,24.98,PayPal
322,2025-05-04,1130,2028,401,1.0,574.15,8.72,CreditCard
323,2025-05-04,1035,2030,404,0.0,339.94,13.85,CreditCard
324,2025-05-04,1092,2070,403,3.0,102.54,28.87,WireTransfer
325,2025-05-04,1141,2016,401,0.0,0.0,13.96,PayPal
326,2025-05-04,1079,2050,404,3.0,186.78,3.42,WireTransfer
327,2025-05-04,1196,2052,401,1.0,2632.54,13.39,CreditCard
328,2025-05-04,1081,2082,401,3.0,1066.4,25.6,PayPal
329,2025-05-04,1119,2087,403,1.0,0.0,2.26,WireTransfer
330,2025-05-04,1199,2070,402,1.0,30.76,27.08,GiftCard
331,2025-05-04,1110,2064,401,0.0,0.0,4.16,CreditCard
332,2025-05-04,1132,2019,403,1.0,1681.07,3.9,GiftCard
333,2025-05-04,1041,2041,402,2.0,643.37,22.36,CreditCard
334,2025-05-04,1132,2036,401,2.0,348.77,10.62,PayPal
335,2025-05-04,1050,2081,403,1.0,2686.39,7.28,PayPal
336,2025-05-04,1160,2038,401,1.0,0.0,,WireTransfer
337,2025-05-04,1151,2074,402,1.0,1187.1,16.74,GiftCard
338,2025-05-04,1168,2079,403,0.0,1901.08,15.04,PayPal
339,2025-05-04,1007,2010,401,2.0,62.27,14.17,GiftCard
340,2025-05-04,1166,2026,404,0.0,0.0,,GiftCard
341,2025-05-04,1127,2080,403,2.0,1997.42,17.36,GiftCard
342,2025-05-04,1123,2031,404,2.0,1356.72,9.45,PayPal
343,2025-05-04,1116,2009,401,1.0,119.36,17.3,PayPal
344,2025-05-04,1112,2053,404,3.0,0.0,13.63,PayPal
345,2025-05-04,1052,2043,402,2.0,698.76,20.22,GiftCard
346,2025-05-04,1183,2040,403,3.0,103.62,2.69,GiftCard
347,2025-05-04,1033,2097,403,0.0,4210.5,27.89,CreditCard
348,2025-05-04,1081,2030,404,0.0,339.94,13.5,GiftCard
349,2025-05-04,1068,2057,402,1.0,1179.85,20.78,GiftCard
350,2025-05-04,1024,2006,403,3.0,594.0,21.56,PayPal
351,2025-05-04,1157,2053,402,1.0,1098.27,13.92,GiftCard
352,2025-05-04,1083,2073,403,1.0,2247.44,16.5,CreditCard
353,2025-05-04,1195,2020,404,3.0,1879.15,9.11,WireTransfer
354,2025-05-04,1127,2039,404,0.0,1952.88,13.67,PayPal
355,2025-05-04,1023,2050,404,1.0,0.0,17.09,CreditCard
356,2025-05-04,1055,2074,403,0.0,1978.5,8.36,PayPal
357,2025-05-04,1012,2036,404,3.0,653.94,23.71,CreditCard
358,2025-05-04,1073,2068,401,0.0,2460.72,27.34,CreditCard
359,2025-05-04,1110,2017,403,2.0,370.96,3.34,CreditCard
360,2025-05-04,1195,2051,403,0.0,117.32,4.02,PayPal
361,2025-05-04,1102,2006,402,2.0,792.0,16.23,WireTransfer
362,2025-05-04,1141,2036,401,3.0,871.92,4.14,CreditCard
363,2025-05-04,1129,2057,403,0.0,1747.92,6.43,GiftCard
364,2025-05-04,1032,2012,404,2.0,997.1,19.3,WireTransfer
365,2025-05-04,1086,2071,403,1.0,553.64,,CreditCard
366,2025-05-04,1050,2077,404,0.0,561.83,12.75,WireTransfer
367,2025-05-04,1011,2004,402,2.0,0.0,0.24,GiftCard
368,2025-05-04,1121,2066,404,1.0,0.0,,WireTransfer
369,2025-05-04,1155,2065,402,2.0,1128.82,15.54,CreditCard
370,2025-05-04,1156,2040,402,3.0,138.16,,WireTransfer
371,2025-05-04,1157,2094,403,2.0,1578.72,12.51,CreditCard
372,2025-05-04,1129,2065,404,2.0,752.54,6.18,PayPal
373,2025-05-04,1121,2002,403,2.0,2771.2,10.07,CreditCard
374,2025-05-04,1172,2014,404,2.0,197.04,9.94,CreditCard
375,2025-05-04,1185,2088,401,3.0,2128.05,,PayPal
376,2025-05-04,1067,2083,402,0.0,0.0,6.79,GiftCard
377,2025-05-04,1149,2061,402,3.0,1199.52,0.01,CreditCard
378,2025-05-04,1037,2087,402,0.0,318.64,5.59,WireTransfer
379,2025-05-04,1146,2089,401,1.0,744.34,0.75,GiftCard
380,2025-05-04,1004,2056,403,3.0,2098.88,0.1,GiftCard
381,2025-05-04,1038,2052,402,3.0,2193.78,18.08,WireTransfer
382,2025-05-04,1128,2099,404,0.0,3877.92,12.37,WireTransfer
383,2025-05-04,1180,2017,402,2.0,741.92,6.83,PayPal
384,2025-05-04,1169,2061,404,2.0,319.87,8.93,GiftCard
385,2025-05-04,1044,2058,403,2.0,1066.8,2.36,CreditCard
386,2025-05-04,1173,2098,403,3.0,3631.44,0.78,PayPal
387,2025-05-04,1049,2031,403,2.0,1356.72,9.84,PayPal
388,2025-05-04,1057,2038,403,1.0,2501.58,10.16,GiftCard
389,2025-05-04,1176,2090,404,2.0,343.87,28.69,CreditCard
390,2025-05-04,1122,2044,403,2.0,166.06,3.36,GiftCard
391,2025-05-04,1031,2073,404,3.0,1498.29,9.43,GiftCard
392,2025-05-04,1088,2098,402,2.0,726.29,7.5,GiftCard
393,2025-05-04,1010,2036,401,2.0,348.77,10.15,GiftCard
394,2025-05-04,1113,2083,403,3.0,3072.64,20.49,WireTransfer
395,2025-05-04,1054,2025,403,2.0,671.09,5.59,WireTransfer
